Id,ParentId,Level,Code,Sequence,CodeText,Component,Property,Timing,System,Scale,Method
179638480,31205745,5,38941-1,1,VA C&P exam cranial nerves,VA C&P exam.cranial nerves note,Find,Pt,{Setting},Doc,{Role}
31205746,31205734,4,LP173145-6,12,VA C&P exam.Cushings syndrome,,,,,,
179638492,31205746,5,38942-9,1,VA C&P exam Cushings syndrome,VA C&P exam.Cushings syndrome note,Find,Pt,{Setting},Doc,{Role}
31205747,31205734,4,LP173146-4,13,VA C&P exam.dental &or oral,,,,,,
179638507,31205747,5,38943-7,1,VA C&P exam dent/oral,VA C&P exam.dental &or oral note,Find,Pt,{Setting},Doc,{Role}
31205748,31205734,4,LP173147-2,14,VA C&P exam.diabetes mellitus,,,,,,
179638519,31205748,5,38944-5,1,VA C&P exam diabetes mellitus,VA C&P exam.diabetes mellitus note,Find,Pt,{Setting},Doc,{Role}
31205749,31205734,4,LP173148-0,15,VA C&P exam.miscellaneous digestive conditions,,,,,,
179638536,31205749,5,38945-2,1,VA C&P exam misc digestive conditions,VA C&P exam.miscellaneous digestive conditions note,Find,Pt,{Setting},Doc,{Role}
31205750,31205734,4,LP173149-8,16,VA C&P exam.ear disease,,,,,,
179638542,31205750,5,38946-0,1,VA C&P exam ear disease,VA C&P exam.ear disease note,Find,Pt,{Setting},Doc,{Role}
31205751,31205734,4,LP173150-6,17,VA C&P exam.mental health eating disorders,,,,,,
179638551,31205751,5,38947-8,1,VA C&P exam MH-ED,VA C&P exam.mental health eating disorders note,Find,Pt,{Setting},Doc,{Role}
31205752,31205734,4,LP173151-4,18,VA C&P exam.miscellaneous endocrine diseases,,,,,,
179638561,31205752,5,38948-6,1,VA C&P exam misc endocrine diseases,VA C&P exam.miscellaneous endocrine diseases note,Find,Pt,{Setting},Doc,{Role}
31205753,31205734,4,LP173152-2,19,VA C&P exam.epilepsy &or narcolepsy,,,,,,
179638573,31205753,5,38949-4,1,VA C&P exam epilepsy/narcolepsy,VA C&P exam.epilepsy &or narcolepsy note,Find,Pt,{Setting},Doc,{Role}
31205754,31205734,4,LP173153-0,20,VA C&P exam.esophagus &or hiatal hernia,,,,,,
179638591,31205754,5,38950-2,1,VA C&P exam esophagus/hiatal hernia,VA C&P exam.esophagus &or hiatal hernia note,Find,Pt,{Setting},Doc,{Role}
31205755,31205734,4,LP173168-8,21,VA C&P exam.extremity joints,,,,,,
179638775,31205755,5,38966-8,1,VA C&P exam extremity joints,VA C&P exam.extremity joints note,Find,Pt,{Setting},Doc,{Role}
31205756,31205734,4,LP173154-8,22,VA C&P exam.eye,,,,,,
179638603,31205756,5,38951-0,1,VA C&P exam eye,VA C&P exam.eye note,Find,Pt,{Setting},Doc,{Role}
31205757,31205734,4,LP173155-5,23,VA C&P exam.feet,,,,,,
179638613,31205757,5,38952-8,1,VA C&P exam feet,VA C&P exam.feet note,Find,Pt,{Setting},Doc,{Role}
31205758,31205734,4,LP173156-3,24,VA C&P exam.fibromyalgia,,,,,,
179638629,31205758,5,38953-6,1,VA C&P exam fibromyalgia,VA C&P exam.fibromyalgia note,Find,Pt,{Setting},Doc,{Role}
31205759,31205734,4,LP173157-1,25,VA C&P exam.general medical,,,,,,
179638640,31205759,5,38954-4,1,VA C&P exam general medical,VA C&P exam.general medical note,Find,Pt,{Setting},Doc,{Role}
31205760,31205734,4,LP173158-9,26,VA C&P exam.genitourinary,,,,,,
179638644,31205760,5,38955-1,1,VA C&P exam genitourinary,VA C&P exam.genitourinary note,Find,Pt,{Setting},Doc,{Role}
31205761,31205734,4,LP173159-7,27,VA C&P exam.disability in gulf war veterans,,,,,,
179638664,31205761,5,38956-9,1,VA C&P exam disability in gulf war vet,VA C&P exam.disability in gulf war veterans note,Find,Pt,{Setting},Doc,{Role}
31205762,31205734,4,LP173160-5,28,VA C&P exam.gynecological conditions &or disorders of the breast,,,,,,
179638667,31205762,5,38957-7,1,VA C&P exam gyn/disorders of breast,VA C&P exam.gynecological conditions &or disorders of the breast note,Find,Pt,{Setting},Doc,{Role}
31205763,31205734,4,LP173161-3,29,VA C&P exam.hand &or thumb &or fingers,,,,,,
179638686,31205763,5,38958-5,1,VA C&P exam hand/thumb/fingers,VA C&P exam.hand &or thumb &or fingers note,Find,Pt,{Setting},Doc,{Role}
31205764,31205734,4,LP173162-1,30,VA C&P exam.heart,,,,,,
179638688,31205764,5,38959-3,1,VA C&P exam heart,VA C&P exam.heart note,Find,Pt,{Setting},Doc,{Role}
31205765,31205734,4,LP173163-9,31,VA C&P exam.hemic disorders,,,,,,
179638705,31205765,5,38960-1,1,VA C&P exam hemic disorders,VA C&P exam.hemic disorders note,Find,Pt,{Setting},Doc,{Role}
31205766,31205734,4,LP173164-7,32,VA C&P exam.HIV-related illness,,,,,,
179638719,31205766,5,38961-9,1,VA C&P exam HIV-related illness,VA C&P exam.HIV-related illness note,Find,Pt,{Setting},Doc,{Role}
31205767,31205734,4,LP173165-4,33,VA C&P exam.hypertension,,,,,,
179638720,31205767,5,38962-7,1,VA C&P exam hypertension,VA C&P exam.hypertension note,Find,Pt,{Setting},Doc,{Role}
31205768,31205734,4,LP173166-2,34,VA C&P exam.infectious &or immune &or nutritional disabilities,,,,,,
179638735,31205768,5,38963-5,1,VA C&P exam inf/immune/nut disabilities,VA C&P exam.infectious &or immune &or nutritional disabilities note,Find,Pt,{Setting},Doc,{Role}
31205769,31205734,4,LP173167-0,35,VA C&P exam.large &or small intestines,,,,,,
179638756,31205769,5,38965-0,1,VA C&P exam large/small intestines,VA C&P exam.large &or small intestines note,Find,Pt,{Setting},Doc,{Role}
31205770,31205734,4,LP173169-6,36,VA C&P exam.liver &or gall bladder &or pancreas,,,,,,
179638780,31205770,5,38967-6,1,VA C&P exam liver/gall bladder/pancreas,VA C&P exam.liver &or gall bladder &or pancreas note,Find,Pt,{Setting},Doc,{Role}
31205771,31205734,4,LP173170-4,37,VA C&P exam.lymphatic disorders,,,,,,
179638799,31205771,5,38968-4,1,VA C&P exam lymphatic disorders,VA C&P exam.lymphatic disorders note,Find,Pt,{Setting},Doc,{Role}
31205772,31205734,4,LP173171-2,38,VA C&P exam.general mental disorders,,,,,,
179638808,31205772,5,38969-2,1,VA C&P exam general mental disorders,VA C&P exam.general mental disorders note,Find,Pt,{Setting},Doc,{Role}
31205773,31205734,4,LP173172-0,39,VA C&P exam.mouth &or lips &or tongue,,,,,,
179638829,31205773,5,38970-0,1,VA C&P exam mouth/lips/tongue,VA C&P exam.mouth &or lips &or tongue note,Find,Pt,{Setting},Doc,{Role}
31205774,31205734,4,LP173173-8,40,VA C&P exam.multiple exam,,,,,,
180048789,31205774,5,85217-8,1,VA C&P Multiple exam,VA C&P exam.multiple exam note,Find,Pt,{Setting},Doc,{Role}
31205775,31205734,4,LP173174-6,41,VA C&P exam.muscles,,,,,,
179638842,31205775,5,38971-8,1,VA C&P exam muscles,VA C&P exam.muscles note,Find,Pt,{Setting},Doc,{Role}
31205776,31205734,4,LP173175-3,42,VA C&P exam.miscellaneous neurological disorders,,,,,,
179638851,31205776,5,38972-6,1,VA C&P exam misc neurological disorders,VA C&P exam.miscellaneous neurological disorders note,Find,Pt,{Setting},Doc,{Role}
31205777,31205734,4,LP173176-1,43,VA C&P exam.nose &or sinus &or larynx &or pharynx,,,,,,
179638860,31205777,5,38973-4,1,VA C&P exam nose/sinus/larynx/pharynx,VA C&P exam.nose &or sinus &or larynx &or pharynx note,Find,Pt,{Setting},Doc,{Role}
31205778,31205734,4,LP173177-9,44,VA C&P exam.peripheral nerves,,,,,,
179638880,31205778,5,38974-2,1,VA C&P exam peripheral nerves,VA C&P exam.peripheral nerves note,Find,Pt,{Setting},Doc,{Role}
31205779,31205734,4,LP173178-7,45,VA C&P exam.initial evaluation post-traumatic stress disorder,,,,,,
179638746,31205779,5,38964-3,1,VA C&P exam initial eval PTSD,VA C&P exam.initial evaluation post-traumatic stress disorder note,Find,Pt,{Setting},Doc,{Role}
31205780,31205734,4,LP173179-5,46,VA C&P exam.review evaluation post-traumatic stress disorder,,,,,,
179638957,31205780,5,38981-7,1,VA C&P exam review eval PTSD,VA C&P exam.review evaluation post-traumatic stress disorder note,Find,Pt,{Setting},Doc,{Role}
31205781,31205734,4,LP173180-3,47,VA C&P exam.prisoner of war protocol,,,,,,
179638887,31205781,5,38975-9,1,VA C&P exam prisoner of war protocol,VA C&P exam.prisoner of war protocol note,Find,Pt,{Setting},Doc,{Role}
31205782,31205734,4,LP173181-1,48,VA C&P exam.pulmonary tuberculosis &or mycobacterial diseases,,,,,,
179638908,31205782,5,38976-7,1,VA C&P exam pulm TB/mycobact diseases,VA C&P exam.pulmonary tuberculosis &or mycobacterial diseases note,Find,Pt,{Setting},Doc,{Role}
31205783,31205734,4,LP173182-9,49,VA C&P exam.rectum &or anus,,,,,,
179638918,31205783,5,38977-5,1,VA C&P exam rectum/anus,VA C&P exam.rectum &or anus note,Find,Pt,{Setting},Doc,{Role}
31205784,31205734,4,LP173183-7,50,VA C&P exam.residuals of amputations,,,,,,
179638923,31205784,5,38978-3,1,VA C&P exam residuals of amputations,VA C&P exam.residuals of amputations note,Find,Pt,{Setting},Doc,{Role}
31205785,31205734,4,LP173184-5,51,VA C&P exam.miscellaneous respiratory diseases,,,,,,
179638948,31205785,5,38980-9,1,VA C&P exam misc respiratory diseases,VA C&P exam.miscellaneous respiratory diseases note,Find,Pt,{Setting},Doc,{Role}
31205786,31205734,4,LP173185-2,52,VA C&P exam.obstructive &or restrictive &or interstitial respiratory diseases,,,,,,
179638934,31205786,5,38979-1,1,VA C&P exam obst/rest/IRD,VA C&P exam.obstructive &or restrictive &or interstitial respiratory diseases note,Find,Pt,{Setting},Doc,{Role}
31205787,31205734,4,LP173186-0,53,VA C&P exam.scars,,,,,,
179638974,31205787,5,38982-5,1,VA C&P exam scars,VA C&P exam.scars note,Find,Pt,{Setting},Doc,{Role}
31205788,31205734,4,LP173187-8,54,VA C&P exam.sense of smell &or taste,,,,,,
179638986,31205788,5,38983-3,1,VA C&P exam sense of smell/taste,VA C&P exam.sense of smell &or taste note,Find,Pt,{Setting},Doc,{Role}
31205789,31205734,4,LP173188-6,55,VA C&P exam.skin diseases other than scars,,,,,,
179639005,31205789,5,38984-1,1,VA C&P exam skn dis other than scars,VA C&P exam.skin diseases other than scars note,Find,Pt,{Setting},Doc,{Role}
31205790,31205734,4,LP173106-8,56,VA C&P exam.social &or industrial survey,,,,,,
179639010,31205790,5,38985-8,1,VA C&P exam social/industrial survey,VA C&P exam.social &or industrial survey note,Find,Pt,{Setting},Doc,{Role}
31205791,31205734,4,LP173189-4,57,VA C&P exam.spine,,,,,,
179639021,31205791,5,38986-6,1,VA C&P exam spine,VA C&P exam.spine note,Find,Pt,{Setting},Doc,{Role}
31205792,31205734,4,LP173190-2,58,VA C&P exam.stomach &or duodenum &or peritoneal adhesions,,,,,,
179639033,31205792,5,38987-4,1,VA C&P exam stom/duod/perit adhesions,VA C&P exam.stomach &or duodenum &or peritoneal adhesions note,Find,Pt,{Setting},Doc,{Role}
31205793,31205734,4,LP173191-0,59,VA C&P exam.thyroid &or parathyroid diseases,,,,,,
179639042,31205793,5,38988-2,1,VA C&P exam thyroid/parathyroid diseases,VA C&P exam.thyroid &or parathyroid diseases note,Find,Pt,{Setting},Doc,{Role}
180048767,31205732,3,85216-0,3,Disability exam note,Disability examination note,Find,Pt,{Setting},Doc,{Role}
31205794,31205726,2,LP173124-1,7,Evaluation,,,,,,
31205795,31205794,3,LP173123-3,1,Annual evaluation,,,,,,
180039576,31205795,4,84064-5,1,Annual eval note,Annual evaluation note,Find,Pt,{Setting},Doc,{Role}
180040124,31205795,4,84110-6,2,Geri med Annual eval note,Annual evaluation note,Find,Pt,{Setting},Doc,Geriatric medicine
180039465,31205795,4,84055-3,3,Ophthalmol Annual eval note,Annual evaluation note,Find,Pt,{Setting},Doc,Ophthalmology
180037154,31205795,4,83867-2,4,Preventive med Annual eval note,Annual evaluation note,Find,Pt,{Setting},Doc,Preventive medicine
180037201,31205795,4,83871-4,5,Primary care Annual eval note,Annual evaluation note,Find,Pt,{Setting},Doc,Primary care
180038256,31205795,4,83955-5,6,SW Annual eval note,Annual evaluation note,Find,Pt,{Setting},Doc,Social worker
180038692,31205795,4,83990-2,7,SCIM Annual eval note,Annual evaluation note,Find,Pt,{Setting},Doc,Spinal cord injury medicine
180058780,31205795,4,86214-4,8,Wmns hlth Annual eval note,Annual evaluation note,Find,Pt,{Setting},Doc,Womens health
180048440,31205795,4,85190-7,9,LTC fac Annual eval note,Annual evaluation note,Find,Pt,Long term care facility,Doc,{Role}
180042158,31205795,4,84256-7,10,Nurse LTC fac Annual eval note,Annual evaluation note,Find,Pt,Long term care facility,Doc,Nurse
180038865,31205795,4,84004-1,11,SCIM OP Annual eval note,Annual evaluation note,Find,Pt,Outpatient,Doc,Spinal cord injury medicine
180040432,31205795,4,84130-4,12,Primary care Pt's home Annual eval note,Annual evaluation note,Find,Pt,Patient's home,Doc,Primary care
31205796,31205794,3,LP173125-8,2,Functional status assessment,,,,,,
179720524,31205796,4,47420-5,1,Functional status note,Functional status assessment note,Find,Pt,{Setting},Doc,{Role}
31205814,31205794,3,LP173198-5,3,History and physical,,,,,,
31205815,31205814,4,LP173199-3,1,Annual history and physical,,,,,,
31205816,31205814,4,LP173200-9,2,Admission history and physical,,,,,,
31205817,31205816,5,LP173202-5,1,Labor and delivery admission history and physical,,,,,,
179807492,31205817,6,57056-4,1,L&D admin H&P note,Labor and delivery admission history and physical note,Find,Pt,{Setting},Doc,{Role}
179763024,31205816,5,51849-8,2,Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,{Role}
179974577,31205816,5,77401-8,3,Anesthesiology Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Anesthesiology
180005360,31205816,5,80574-7,4,Cardiac surgery Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Cardiac surgery
179985183,31205816,5,78497-5,5,Cardio+Pulm disease Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Cardiovascular disease+Pulmonary disease
179982624,31205816,5,78248-2,6,Col+rec surg Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Colon and rectal surgery
179974748,31205816,5,77415-8,7,CCM Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Critical Care Medicine
179586910,31205816,5,34763-3,8,General medicine Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,General medicine
180007776,31205816,5,80809-7,9,Geri med Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Geriatric medicine
180087711,31205816,5,89215-8,10,Gynecology Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Gynecology
179982600,31205816,5,78246-6,11,Mental health Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Mental health
179984015,31205816,5,78386-0,12,Neo peri med Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Neonatal perinatal medicine
179984030,31205816,5,78387-8,13,Nephrology Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Nephrology
179984039,31205816,5,78388-6,14,Neuro surgery Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Neurological surgery
179984053,31205816,5,78389-4,15,Neurology Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Neurology
179984061,31205816,5,78390-2,16,Nurse Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Nurse
179984077,31205816,5,78391-0,17,Nurse pract Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Nurse practitioner
180089694,31205816,5,89443-6,18,OB Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Obstetrics
179987612,31205816,5,78718-4,19,OBGYN Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Obstetrics and Gynecology
179984085,31205816,5,78392-8,20,Oncology Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Oncology
179987547,31205816,5,78713-5,21,Ophthalmol Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Ophthalmology
179985367,31205816,5,78511-3,22,OMS Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Oral and maxillofacial surgery
179985343,31205816,5,78509-7,23,Orthopaedic surgery Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Orthopaedic surgery
180006813,31205816,5,80733-9,24,Otolaryngology Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Otolaryngology
179985653,31205816,5,78538-6,25,Palliative care Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Palliative care
179987707,31205816,5,78724-2,26,Peds surgery Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Pediatric surgery
179985317,31205816,5,78507-1,27,Peds Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Pediatrics
179987752,31205816,5,78727-5,28,Plastic surgery Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Plastic surgery
179982603,31205816,5,78247-4,29,Surgery Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Surgery
180007637,31205816,5,80799-0,30,Surg Onc Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Surgical oncology
179985333,31205816,5,78508-9,31,Cardiothor surg Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Thoracic and cardiac surgery
179987800,31205816,5,78731-7,32,Transpl surg Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Transplant surgery
179987821,31205816,5,78733-3,33,Urology Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Urology
179985357,31205816,5,78510-5,34,Vascular surgery Admit H&P note,Admission history and physical note,Find,Pt,{Setting},Doc,Vascular surgery
179982627,31205816,5,78249-0,35,ED Admit H&P note,Admission history and physical note,Find,Pt,Emergency department,Doc,{Role}
180162952,31205816,5,97659-7,36,Emergency med ED Admit H&P note,Admission history and physical note,Find,Pt,Emergency department,Doc,Emergency medicine
179716642,31205816,5,47039-3,37,Hosp Admit H&P note,Admission history and physical note,Find,Pt,Hospital,Doc,{Role}
179580799,31205816,5,34094-3,38,Cardiology Hosp Admit H&P note,Admission history and physical note,Find,Pt,Hospital,Doc,Cardiovascular disease
